rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,checkout,late,rented_again
505000,363965,mobile,canceled,,,,Early,come earlier,Parking
507750,269550,mobile,ended,-81.0,,,Early,come earlier,Parking
508131,359049,connect,ended,70.0,,,Late 60-120 min,come later,Parking
508865,299063,connect,canceled,,,,Early,come earlier,Parking
511440,313932,mobile,ended,,,,Early,come earlier,Parking
511626,398802,mobile,ended,-203.0,,,Early,come earlier,Parking
511639,370585,connect,ended,-15.0,563782.0,570.0,Early,come earlier,rented again
512303,371242,mobile,ended,-44.0,,,Early,come earlier,Parking
512475,322502,mobile,canceled,,,,Early,come earlier,Parking
513434,256528,connect,ended,23.0,,,Late under 30 min,come later,Parking
513743,330658,mobile,canceled,,,,Early,come earlier,Parking
514161,366037,connect,canceled,,,,Early,come earlier,Parking
514257,402596,mobile,ended,214.0,,,Late more than 180 min,come later,Parking
515147,257466,mobile,ended,15.0,,,Late under 30 min,come later,Parking
516586,347394,mobile,canceled,,,,Early,come earlier,Parking
518282,364160,connect,ended,-81.0,,,Early,come earlier,Parking
518366,397217,mobile,ended,-156.0,,,Early,come earlier,Parking
518895,398816,mobile,ended,66.0,,,Late 60-120 min,come later,Parking
518938,382243,mobile,ended,215.0,,,Late more than 180 min,come later,Parking
519491,312389,mobile,ended,58.0,545639.0,420.0,Late 30-60 min,come later,rented again
519795,383720,connect,ended,-159.0,,,Early,come earlier,Parking
520095,404496,mobile,ended,-16.0,,,Early,come earlier,Parking
520285,243659,mobile,canceled,,,,Early,come earlier,Parking
521156,392479,mobile,ended,,537298.0,0.0,Early,come earlier,rented again
521191,224745,mobile,ended,1452.0,,,Late more than 180 min,come later,Parking
521352,403184,mobile,ended,-29.0,,,Early,come earlier,Parking
521482,254172,mobile,canceled,,,,Early,come earlier,Parking
521734,190995,mobile,ended,-251.0,,,Early,come earlier,Parking
522602,391287,mobile,ended,35.0,,,Late 30-60 min,come later,Parking
522717,335353,mobile,ended,,,,Early,come earlier,Parking
523800,352799,mobile,ended,-345.0,,,Early,come earlier,Parking
524408,380247,mobile,canceled,,,,Early,come earlier,Parking
524422,298040,mobile,canceled,,,,Early,come earlier,Parking
524806,337859,mobile,ended,-26.0,,,Early,come earlier,Parking
525044,349751,mobile,ended,,510607.0,60.0,Early,come earlier,rented again
525817,351617,mobile,ended,22.0,,,Late under 30 min,come later,Parking
526798,356877,mobile,ended,-15.0,,,Early,come earlier,Parking
527377,306450,connect,ended,52.0,,,Late 30-60 min,come later,Parking
527569,314220,mobile,ended,-2.0,,,Early,come earlier,Parking
527627,402562,connect,ended,-1.0,,,Early,come earlier,Parking
528808,181625,connect,ended,-76.0,557404.0,330.0,Early,come earlier,rented again
528974,373328,mobile,canceled,,,,Early,come earlier,Parking
529170,341798,mobile,canceled,,,,Early,come earlier,Parking
529193,374877,mobile,ended,15.0,,,Late under 30 min,come later,Parking
529288,381098,mobile,canceled,,,,Early,come earlier,Parking
529347,391792,mobile,ended,,,,Early,come earlier,Parking
529458,331480,mobile,ended,,,,Early,come earlier,Parking
529852,363433,mobile,ended,-68.0,,,Early,come earlier,Parking
530646,259092,mobile,ended,-340.0,,,Early,come earlier,Parking
530700,221171,mobile,ended,130.0,,,Late 120-180 min,come later,Parking
531158,404169,mobile,ended,29.0,,,Late under 30 min,come later,Parking
531507,355554,mobile,ended,-4.0,,,Early,come earlier,Parking
531526,404562,mobile,ended,-160.0,,,Early,come earlier,Parking
531955,317639,mobile,ended,-30.0,,,Early,come earlier,Parking
531961,234356,mobile,ended,-47.0,,,Early,come earlier,Parking
532245,361468,connect,ended,-63.0,,,Early,come earlier,Parking
532416,275810,mobile,ended,-148.0,,,Early,come earlier,Parking
532495,378257,mobile,ended,44.0,,,Late 30-60 min,come later,Parking
532802,373061,mobile,ended,-98.0,,,Early,come earlier,Parking
533294,364052,mobile,ended,-33.0,,,Early,come earlier,Parking
533303,336902,mobile,ended,-340.0,,,Early,come earlier,Parking
533380,314456,connect,ended,-167.0,,,Early,come earlier,Parking
533442,389958,mobile,ended,31.0,,,Late 30-60 min,come later,Parking
533611,388597,mobile,canceled,,,,Early,come earlier,Parking
533670,320824,connect,ended,-6.0,556563.0,630.0,Early,come earlier,rented again
533683,271380,mobile,ended,79.0,,,Late 60-120 min,come later,Parking
533696,408511,mobile,ended,,,,Early,come earlier,Parking
533790,394562,mobile,ended,30.0,,,Late 30-60 min,come later,Parking
534017,370797,mobile,canceled,,,,Early,come earlier,Parking
534091,399459,mobile,canceled,,,,Early,come earlier,Parking
534611,392176,mobile,ended,33.0,,,Late 30-60 min,come later,Parking
534654,303652,mobile,ended,-52.0,,,Early,come earlier,Parking
534789,395243,mobile,ended,44.0,,,Late 30-60 min,come later,Parking
534820,373893,connect,ended,-576.0,,,Early,come earlier,Parking
534827,404169,mobile,ended,-7.0,531158.0,90.0,Early,come earlier,rented again
534882,194379,mobile,canceled,,,,Early,come earlier,Parking
534926,390702,connect,ended,-178.0,,,Early,come earlier,Parking
534943,358567,connect,ended,37.0,,,Late 30-60 min,come later,Parking
534956,344594,mobile,ended,24.0,,,Late under 30 min,come later,Parking
535071,358480,mobile,ended,40.0,,,Late 30-60 min,come later,Parking
535116,380364,mobile,ended,137.0,,,Late 120-180 min,come later,Parking
535139,384575,mobile,ended,249.0,,,Late more than 180 min,come later,Parking
535313,396552,mobile,ended,23.0,,,Late under 30 min,come later,Parking
535331,402083,connect,ended,-108.0,,,Early,come earlier,Parking
535399,362659,mobile,ended,-6.0,,,Early,come earlier,Parking
535514,348178,mobile,ended,-150.0,,,Early,come earlier,Parking
535601,376381,mobile,ended,9.0,,,Late under 30 min,come later,Parking
535611,397814,mobile,ended,68.0,535512.0,300.0,Late 60-120 min,come later,rented again
535726,375944,connect,ended,38.0,,,Late 30-60 min,come later,Parking
535738,398733,mobile,ended,-1.0,,,Early,come earlier,Parking
535770,352436,mobile,ended,74.0,524703.0,60.0,Late 60-120 min,come later,rented again
535821,381583,mobile,ended,-10.0,,,Early,come earlier,Parking
536108,337311,mobile,ended,-843.0,,,Early,come earlier,Parking
536190,394560,mobile,canceled,,,,Early,come earlier,Parking
536343,369230,mobile,ended,780.0,,,Late more than 180 min,come later,Parking
536444,389785,connect,ended,-130.0,,,Early,come earlier,Parking
536914,363387,mobile,canceled,,,,Early,come earlier,Parking
536978,378931,mobile,ended,271.0,,,Late more than 180 min,come later,Parking
536990,193354,mobile,ended,-12.0,,,Early,come earlier,Parking
537040,267735,mobile,ended,933.0,,,Late more than 180 min,come later,Parking
537060,223654,mobile,canceled,,,,Early,come earlier,Parking
537069,403304,mobile,canceled,,,,Early,come earlier,Parking
537082,359641,mobile,ended,1967.0,,,Late more than 180 min,come later,Parking
537277,342067,mobile,ended,-125.0,,,Early,come earlier,Parking
537352,349280,mobile,ended,-96.0,,,Early,come earlier,Parking
537381,338052,mobile,ended,205.0,,,Late more than 180 min,come later,Parking
537464,300336,mobile,canceled,,,,Early,come earlier,Parking
537576,397470,mobile,ended,18.0,539005.0,0.0,Late under 30 min,come later,rented again
537627,390736,mobile,ended,48.0,,,Late 30-60 min,come later,Parking
537677,389994,mobile,ended,266.0,,,Late more than 180 min,come later,Parking
537705,404731,mobile,ended,36.0,,,Late 30-60 min,come later,Parking
537803,390467,connect,canceled,,,,Early,come earlier,Parking
537822,396544,mobile,ended,-35.0,,,Early,come earlier,Parking
537923,313085,mobile,ended,80.0,,,Late 60-120 min,come later,Parking
538012,192803,mobile,ended,3233.0,,,Late more than 180 min,come later,Parking
538105,243218,mobile,ended,-24.0,,,Early,come earlier,Parking
538184,347242,mobile,ended,-129.0,,,Early,come earlier,Parking
538194,380708,connect,ended,2.0,,,Late under 30 min,come later,Parking
538251,401964,mobile,ended,-37.0,,,Early,come earlier,Parking
538328,409359,mobile,ended,8.0,,,Late under 30 min,come later,Parking
538437,408937,mobile,ended,-155.0,,,Early,come earlier,Parking
538501,396281,mobile,ended,134.0,,,Late 120-180 min,come later,Parking
538569,406984,mobile,ended,-15.0,,,Early,come earlier,Parking
538660,297511,mobile,ended,13.0,,,Late under 30 min,come later,Parking
538678,351549,connect,ended,-348.0,,,Early,come earlier,Parking
538852,311437,mobile,ended,-120.0,,,Early,come earlier,Parking
538882,369219,mobile,ended,85.0,,,Late 60-120 min,come later,Parking
539071,388231,mobile,ended,-35.0,,,Early,come earlier,Parking
539196,347612,mobile,ended,66.0,,,Late 60-120 min,come later,Parking
539241,394966,mobile,ended,,,,Early,come earlier,Parking
539262,359046,mobile,ended,32.0,,,Late 30-60 min,come later,Parking
539369,390467,connect,ended,41.0,,,Late 30-60 min,come later,Parking
539396,388032,mobile,ended,3.0,,,Late under 30 min,come later,Parking
539451,355444,connect,ended,-536.0,,,Early,come earlier,Parking
539558,370997,connect,canceled,,,,Early,come earlier,Parking
539688,369483,mobile,ended,216.0,,,Late more than 180 min,come later,Parking
539711,320531,mobile,ended,,,,Early,come earlier,Parking
539865,277766,mobile,ended,28.0,,,Late under 30 min,come later,Parking
539923,247971,mobile,ended,-51.0,,,Early,come earlier,Parking
539995,258837,mobile,ended,93.0,,,Late 60-120 min,come later,Parking
540018,245480,mobile,ended,-196.0,,,Early,come earlier,Parking
540190,365531,mobile,ended,9.0,,,Late under 30 min,come later,Parking
540217,398802,mobile,ended,-988.0,543426.0,720.0,Early,come earlier,rented again
540298,202057,mobile,ended,-6.0,,,Early,come earlier,Parking
540330,362860,mobile,ended,-18.0,,,Early,come earlier,Parking
540360,404476,mobile,ended,,,,Early,come earlier,Parking
540369,341086,mobile,ended,-62.0,,,Early,come earlier,Parking
540434,402505,mobile,ended,210.0,,,Late more than 180 min,come later,Parking
540479,374684,mobile,ended,12.0,539751.0,0.0,Late under 30 min,come later,rented again
540553,303506,mobile,ended,-24.0,,,Early,come earlier,Parking
540633,396732,mobile,ended,-5.0,,,Early,come earlier,Parking
540643,217777,connect,canceled,,,,Early,come earlier,Parking
540649,352528,connect,ended,90.0,,,Late 60-120 min,come later,Parking
540733,393558,mobile,ended,15422.0,,,Late more than 180 min,come later,Parking
540735,314897,mobile,ended,-14.0,,,Early,come earlier,Parking
540966,405906,mobile,ended,11.0,,,Late under 30 min,come later,Parking
541014,321607,mobile,ended,-7.0,,,Early,come earlier,Parking
541060,280562,mobile,ended,146.0,,,Late 120-180 min,come later,Parking
541174,284552,mobile,ended,-25.0,,,Early,come earlier,Parking
541334,372670,mobile,ended,,,,Early,come earlier,Parking
541372,387559,mobile,ended,13.0,,,Late under 30 min,come later,Parking
541444,397413,mobile,ended,901.0,,,Late more than 180 min,come later,Parking
541590,378418,mobile,canceled,,,,Early,come earlier,Parking
541784,408830,mobile,ended,52.0,,,Late 30-60 min,come later,Parking
541862,382364,mobile,ended,125.0,540607.0,0.0,Late 120-180 min,come later,rented again
541884,398604,mobile,ended,,,,Early,come earlier,Parking
541948,321674,mobile,ended,165.0,,,Late 120-180 min,come later,Parking
541991,329496,mobile,ended,-25.0,,,Early,come earlier,Parking
542033,164574,mobile,ended,,,,Early,come earlier,Parking
542106,392656,mobile,ended,,,,Early,come earlier,Parking
542149,371368,mobile,ended,83.0,,,Late 60-120 min,come later,Parking
542203,388268,mobile,ended,69.0,,,Late 60-120 min,come later,Parking
542222,207728,mobile,ended,156.0,,,Late 120-180 min,come later,Parking
542300,307595,mobile,ended,,539897.0,30.0,Early,come earlier,rented again
542336,374400,mobile,canceled,,,,Early,come earlier,Parking
542339,322005,mobile,ended,12.0,,,Late under 30 min,come later,Parking
542374,409676,mobile,ended,50.0,540444.0,180.0,Late 30-60 min,come later,rented again
542400,315909,mobile,ended,-7.0,,,Early,come earlier,Parking
542413,409980,mobile,canceled,,,,Early,come earlier,Parking
542520,401751,mobile,ended,183.0,,,Late more than 180 min,come later,Parking
542549,221978,mobile,canceled,,,,Early,come earlier,Parking
542661,391512,mobile,ended,-170.0,,,Early,come earlier,Parking
542894,218964,mobile,ended,-36.0,,,Early,come earlier,Parking
542942,358082,connect,ended,-106.0,,,Early,come earlier,Parking
543012,393044,mobile,ended,9.0,,,Late under 30 min,come later,Parking
543050,379428,mobile,ended,-21.0,,,Early,come earlier,Parking
543088,200316,mobile,ended,64.0,,,Late 60-120 min,come later,Parking
543150,410052,mobile,ended,23.0,,,Late under 30 min,come later,Parking
543180,350521,mobile,ended,14.0,,,Late under 30 min,come later,Parking
543186,395671,mobile,ended,5.0,,,Late under 30 min,come later,Parking
543243,344149,mobile,ended,300.0,,,Late more than 180 min,come later,Parking
543251,409296,mobile,ended,-18.0,,,Early,come earlier,Parking
543257,389929,mobile,ended,,,,Early,come earlier,Parking
543287,377312,mobile,ended,12.0,,,Late under 30 min,come later,Parking
543321,371572,connect,ended,48.0,,,Late 30-60 min,come later,Parking
543328,358772,connect,ended,-9.0,552619.0,240.0,Early,come earlier,rented again
543437,409808,mobile,ended,-57.0,,,Early,come earlier,Parking
543443,356551,connect,ended,-529.0,,,Early,come earlier,Parking
543464,399161,mobile,ended,670.0,,,Late more than 180 min,come later,Parking
543614,378939,mobile,ended,-1087.0,,,Early,come earlier,Parking
543676,390481,mobile,ended,-53.0,,,Early,come earlier,Parking
543679,225795,connect,ended,64.0,540663.0,540.0,Late 60-120 min,come later,rented again
543681,368432,mobile,ended,2.0,,,Late under 30 min,come later,Parking
543761,294189,mobile,ended,24.0,,,Late under 30 min,come later,Parking
543768,374169,connect,canceled,,543010.0,210.0,Early,come earlier,rented again
543780,319708,mobile,ended,55.0,,,Late 30-60 min,come later,Parking
543808,369230,mobile,ended,75.0,536315.0,60.0,Late 60-120 min,come later,rented again
543879,270665,mobile,ended,,,,Early,come earlier,Parking
543906,401666,mobile,ended,,,,Early,come earlier,Parking
543984,313085,mobile,ended,-44.0,,,Early,come earlier,Parking
544164,301301,connect,ended,-244.0,,,Early,come earlier,Parking
544167,306607,connect,ended,337.0,,,Late more than 180 min,come later,Parking
544197,387939,connect,ended,39.0,,,Late 30-60 min,come later,Parking
544443,337047,mobile,ended,56.0,,,Late 30-60 min,come later,Parking
544489,405565,mobile,canceled,,,,Early,come earlier,Parking
544586,312389,mobile,ended,31.0,,,Late 30-60 min,come later,Parking
544617,367627,mobile,ended,-23.0,,,Early,come earlier,Parking
544642,176755,mobile,canceled,,,,Early,come earlier,Parking
544763,394781,mobile,ended,233.0,,,Late more than 180 min,come later,Parking
544777,387810,connect,ended,50.0,,,Late 30-60 min,come later,Parking
544937,348400,mobile,ended,108.0,,,Late 60-120 min,come later,Parking
544967,373545,mobile,ended,56.0,,,Late 30-60 min,come later,Parking
544980,350135,mobile,ended,-2.0,,,Early,come earlier,Parking
545064,194343,connect,ended,74.0,,,Late 60-120 min,come later,Parking
545068,374684,mobile,ended,-31.0,,,Early,come earlier,Parking
545171,292910,mobile,ended,7.0,,,Late under 30 min,come later,Parking
545202,367365,connect,canceled,,,,Early,come earlier,Parking
545214,363658,mobile,ended,302.0,,,Late more than 180 min,come later,Parking
545272,370585,connect,ended,-98.0,,,Early,come earlier,Parking
545319,353251,mobile,ended,93.0,,,Late 60-120 min,come later,Parking
545320,224133,mobile,ended,20.0,,,Late under 30 min,come later,Parking
545333,217777,connect,canceled,,,,Early,come earlier,Parking
545357,408467,mobile,ended,,,,Early,come earlier,Parking
545438,393172,connect,ended,-467.0,,,Early,come earlier,Parking
545640,312840,connect,canceled,,,,Early,come earlier,Parking
545741,409096,mobile,ended,20.0,,,Late under 30 min,come later,Parking
545763,366310,mobile,ended,69.0,,,Late 60-120 min,come later,Parking
545782,382901,mobile,ended,-9.0,,,Early,come earlier,Parking
545922,409695,mobile,ended,-80.0,,,Early,come earlier,Parking
545947,396470,mobile,ended,-44.0,,,Early,come earlier,Parking
546024,381038,mobile,ended,163.0,,,Late 120-180 min,come later,Parking
546150,242106,mobile,ended,-2.0,,,Early,come earlier,Parking
546160,352528,connect,canceled,,546578.0,630.0,Early,come earlier,rented again
546169,409274,mobile,ended,10.0,,,Late under 30 min,come later,Parking
546252,408509,mobile,ended,-52.0,,,Early,come earlier,Parking
546365,384056,mobile,canceled,,,,Early,come earlier,Parking
546477,383309,mobile,ended,16.0,548486.0,660.0,Late under 30 min,come later,rented again
546484,409391,mobile,ended,92.0,,,Late 60-120 min,come later,Parking
546491,366448,mobile,canceled,,,,Early,come earlier,Parking
546564,392732,mobile,ended,7.0,,,Late under 30 min,come later,Parking
546738,288953,mobile,ended,,,,Early,come earlier,Parking
546745,342645,connect,ended,-55.0,,,Early,come earlier,Parking
546822,394781,mobile,ended,30.0,,,Late 30-60 min,come later,Parking
546865,399535,mobile,ended,261.0,,,Late more than 180 min,come later,Parking
546888,295783,connect,ended,84.0,,,Late 60-120 min,come later,Parking
546935,348526,connect,ended,85.0,,,Late 60-120 min,come later,Parking
546938,410452,mobile,ended,10.0,,,Late under 30 min,come later,Parking
546957,405122,mobile,ended,-113.0,,,Early,come earlier,Parking
546991,377219,connect,ended,423.0,,,Late more than 180 min,come later,Parking
547033,276276,mobile,ended,500.0,,,Late more than 180 min,come later,Parking
547039,409872,mobile,ended,,,,Early,come earlier,Parking
547072,395489,mobile,canceled,,,,Early,come earlier,Parking
547122,385574,connect,ended,-5.0,,,Early,come earlier,Parking
547160,409344,mobile,ended,1.0,,,Late under 30 min,come later,Parking
547177,214635,connect,ended,-548.0,,,Early,come earlier,Parking
547188,231676,mobile,ended,266.0,535868.0,30.0,Late more than 180 min,come later,rented again
547198,381684,mobile,ended,145.0,,,Late 120-180 min,come later,Parking
547223,188944,connect,ended,8.0,,,Late under 30 min,come later,Parking
547236,392147,mobile,ended,-8.0,,,Early,come earlier,Parking
547348,374614,mobile,ended,74.0,,,Late 60-120 min,come later,Parking
547557,408406,mobile,ended,126.0,,,Late 120-180 min,come later,Parking
548028,409718,mobile,ended,15.0,,,Late under 30 min,come later,Parking
548177,411835,mobile,canceled,,,,Early,come earlier,Parking
548215,367346,mobile,ended,-8.0,,,Early,come earlier,Parking
548279,317330,connect,ended,-692.0,,,Early,come earlier,Parking
548352,409458,mobile,ended,195.0,,,Late more than 180 min,come later,Parking
548355,375311,mobile,canceled,,,,Early,come earlier,Parking
548453,374241,mobile,canceled,,,,Early,come earlier,Parking
548598,288973,mobile,ended,-133.0,,,Early,come earlier,Parking
548603,363820,mobile,ended,-22.0,,,Early,come earlier,Parking
548646,282893,mobile,ended,201.0,,,Late more than 180 min,come later,Parking
548702,406104,mobile,ended,21.0,,,Late under 30 min,come later,Parking
548897,278005,mobile,ended,-307.0,,,Early,come earlier,Parking
548904,373316,mobile,ended,-40.0,,,Early,come earlier,Parking
548912,411521,mobile,ended,225.0,553683.0,60.0,Late more than 180 min,come later,rented again
548973,227830,mobile,canceled,,,,Early,come earlier,Parking
549047,369608,mobile,ended,-37.0,,,Early,come earlier,Parking
549135,394752,mobile,canceled,,,,Early,come earlier,Parking
549261,360829,mobile,ended,-12.0,,,Early,come earlier,Parking
549266,411687,mobile,ended,-11.0,,,Early,come earlier,Parking
549273,175887,connect,ended,-26.0,,,Early,come earlier,Parking
549290,364907,connect,ended,-49.0,,,Early,come earlier,Parking
549340,181607,mobile,ended,381.0,,,Late more than 180 min,come later,Parking
549345,369881,connect,ended,22.0,,,Late under 30 min,come later,Parking
549444,177058,mobile,ended,144.0,,,Late 120-180 min,come later,Parking
549446,391174,mobile,ended,69.0,,,Late 60-120 min,come later,Parking
549499,408814,mobile,ended,19.0,,,Late under 30 min,come later,Parking
549558,328016,mobile,ended,10.0,,,Late under 30 min,come later,Parking
549579,273263,mobile,ended,-5.0,,,Early,come earlier,Parking
549674,390702,connect,ended,-127.0,,,Early,come earlier,Parking
549692,358131,mobile,ended,-158.0,,,Early,come earlier,Parking
549808,310219,connect,ended,54.0,,,Late 30-60 min,come later,Parking
549874,409690,mobile,ended,3.0,,,Late under 30 min,come later,Parking
549901,383481,mobile,ended,201.0,,,Late more than 180 min,come later,Parking
549923,407730,mobile,ended,167.0,,,Late 120-180 min,come later,Parking
549983,356540,mobile,ended,,,,Early,come earlier,Parking
550000,378182,mobile,ended,-136.0,,,Early,come earlier,Parking
550134,294883,mobile,ended,-158.0,,,Early,come earlier,Parking
550211,407838,mobile,ended,20.0,,,Late under 30 min,come later,Parking
550224,358567,connect,ended,-7.0,,,Early,come earlier,Parking
550246,408578,mobile,ended,-15.0,,,Early,come earlier,Parking
550248,382901,mobile,ended,-127.0,545782.0,60.0,Early,come earlier,rented again
550459,295815,mobile,ended,82.0,,,Late 60-120 min,come later,Parking
550537,239798,connect,ended,37.0,,,Late 30-60 min,come later,Parking
550660,399967,mobile,ended,0.0,,,Late under 30 min,come earlier,Parking
550723,380886,mobile,ended,,545855.0,120.0,Early,come earlier,rented again
550808,346652,connect,ended,-41.0,,,Early,come earlier,Parking
550929,310681,connect,ended,-25.0,,,Early,come earlier,Parking
550964,229360,mobile,canceled,,,,Early,come earlier,Parking
551031,409711,mobile,ended,-1283.0,,,Early,come earlier,Parking
551040,383343,mobile,ended,40.0,,,Late 30-60 min,come later,Parking
551069,359880,connect,ended,-22.0,549192.0,180.0,Early,come earlier,rented again
551108,291723,mobile,ended,211.0,,,Late more than 180 min,come later,Parking
551128,382939,mobile,ended,97.0,,,Late 60-120 min,come later,Parking
551137,295783,connect,ended,16.0,,,Late under 30 min,come later,Parking
551179,304570,mobile,ended,536.0,,,Late more than 180 min,come later,Parking
551227,341710,mobile,ended,159.0,,,Late 120-180 min,come later,Parking
551311,409112,mobile,ended,,,,Early,come earlier,Parking
551317,283001,mobile,ended,-7.0,,,Early,come earlier,Parking
551364,406062,connect,ended,34.0,,,Late 30-60 min,come later,Parking
551429,277888,mobile,ended,203.0,,,Late more than 180 min,come later,Parking
551591,304055,mobile,ended,,,,Early,come earlier,Parking
551679,381233,mobile,ended,275.0,,,Late more than 180 min,come later,Parking
551695,374293,mobile,canceled,,,,Early,come earlier,Parking
551795,382793,mobile,ended,-193.0,,,Early,come earlier,Parking
551868,409330,mobile,ended,,,,Early,come earlier,Parking
551907,171249,mobile,ended,11.0,,,Late under 30 min,come later,Parking
552204,348625,mobile,ended,91.0,,,Late 60-120 min,come later,Parking
552209,412676,mobile,ended,23.0,,,Late under 30 min,come later,Parking
552233,245154,connect,ended,4.0,,,Late under 30 min,come later,Parking
552265,408202,mobile,ended,-28.0,,,Early,come earlier,Parking
552312,384045,mobile,canceled,,,,Early,come earlier,Parking
552330,384657,connect,ended,23.0,554800.0,0.0,Late under 30 min,come later,rented again
552342,376619,mobile,ended,-965.0,547312.0,0.0,Early,come earlier,rented again
552389,307335,mobile,ended,6.0,,,Late under 30 min,come later,Parking
552425,385625,connect,ended,-102.0,550476.0,30.0,Early,come earlier,rented again
552448,364662,mobile,ended,-232.0,,,Early,come earlier,Parking
552524,173061,connect,ended,-22.0,,,Early,come earlier,Parking
552655,406081,mobile,ended,322.0,,,Late more than 180 min,come later,Parking
552677,323777,mobile,ended,31.0,,,Late 30-60 min,come later,Parking
552700,348673,mobile,ended,63.0,,,Late 60-120 min,come later,Parking
552716,294883,mobile,ended,10.0,,,Late under 30 min,come later,Parking
552850,315136,connect,ended,40.0,,,Late 30-60 min,come later,Parking
552964,384385,mobile,ended,20.0,,,Late under 30 min,come later,Parking
553033,381331,mobile,ended,,,,Early,come earlier,Parking
553153,276924,mobile,ended,5.0,,,Late under 30 min,come later,Parking
553240,362608,mobile,ended,,,,Early,come earlier,Parking
553354,401166,mobile,ended,7.0,,,Late under 30 min,come later,Parking
553356,381684,mobile,ended,-1.0,,,Early,come earlier,Parking
553367,385783,mobile,ended,24.0,519328.0,150.0,Late under 30 min,come later,rented again
553511,363658,mobile,ended,170.0,,,Late 120-180 min,come later,Parking
553532,355444,connect,ended,-20.0,,,Early,come earlier,Parking
553660,412936,mobile,ended,-3.0,,,Early,come earlier,Parking
553726,347847,mobile,ended,-36.0,,,Early,come earlier,Parking
553730,390976,connect,ended,-29.0,,,Early,come earlier,Parking
553755,393972,mobile,ended,1.0,,,Late under 30 min,come later,Parking
553795,402528,connect,ended,11.0,,,Late under 30 min,come later,Parking
553959,398733,mobile,canceled,,,,Early,come earlier,Parking
553984,410694,mobile,ended,-148.0,,,Early,come earlier,Parking
554021,411852,mobile,ended,,,,Early,come earlier,Parking
554025,293785,mobile,ended,37.0,,,Late 30-60 min,come later,Parking
554508,241021,connect,ended,-37.0,,,Early,come earlier,Parking
554572,380002,mobile,ended,358.0,,,Late more than 180 min,come later,Parking
554581,406629,mobile,ended,-5.0,,,Early,come earlier,Parking
554672,352631,mobile,canceled,,,,Early,come earlier,Parking
554695,402993,mobile,ended,17.0,560722.0,720.0,Late under 30 min,come later,rented again
555081,311353,mobile,ended,-72.0,,,Early,come earlier,Parking
555083,328013,mobile,ended,161.0,,,Late 120-180 min,come later,Parking
555131,324889,mobile,ended,146.0,,,Late 120-180 min,come later,Parking
555458,351168,mobile,ended,-919.0,,,Early,come earlier,Parking
555600,391519,connect,ended,-95.0,,,Early,come earlier,Parking
555659,260298,mobile,ended,,,,Early,come earlier,Parking
555703,391926,connect,canceled,,,,Early,come earlier,Parking
555794,327585,mobile,ended,19.0,,,Late under 30 min,come later,Parking
555813,360548,mobile,ended,-26.0,,,Early,come earlier,Parking
555953,407253,mobile,canceled,,,,Early,come earlier,Parking
555992,375774,mobile,ended,58.0,,,Late 30-60 min,come later,Parking
556072,320670,mobile,ended,21.0,,,Late under 30 min,come later,Parking
556079,374298,connect,ended,-1019.0,,,Early,come earlier,Parking
556110,211860,connect,canceled,,,,Early,come earlier,Parking
556143,407632,mobile,ended,181.0,,,Late more than 180 min,come later,Parking
556241,396767,mobile,canceled,,,,Early,come earlier,Parking
556267,274554,mobile,canceled,,,,Early,come earlier,Parking
556483,413896,mobile,ended,14.0,,,Late under 30 min,come later,Parking
556488,296213,mobile,ended,8.0,,,Late under 30 min,come later,Parking
556580,397878,mobile,ended,77.0,,,Late 60-120 min,come later,Parking
556608,368275,mobile,ended,-12.0,,,Early,come earlier,Parking
556648,332548,mobile,ended,-581.0,,,Early,come earlier,Parking
556696,234356,mobile,ended,59.0,,,Late 30-60 min,come later,Parking
556755,395962,mobile,ended,98.0,,,Late 60-120 min,come later,Parking
556986,402773,mobile,ended,23.0,,,Late under 30 min,come later,Parking
556999,406205,mobile,ended,14.0,,,Late under 30 min,come later,Parking
557296,387427,mobile,ended,7.0,,,Late under 30 min,come later,Parking
557314,383126,mobile,ended,-16.0,,,Early,come earlier,Parking
557429,321400,connect,canceled,,,,Early,come earlier,Parking
557504,327732,mobile,ended,55.0,,,Late 30-60 min,come later,Parking
557512,412816,mobile,ended,101.0,,,Late 60-120 min,come later,Parking
557514,405433,mobile,ended,47.0,,,Late 30-60 min,come later,Parking
557535,401623,mobile,ended,21.0,,,Late under 30 min,come later,Parking
557572,383139,mobile,ended,-85.0,,,Early,come earlier,Parking
557674,375915,mobile,ended,15.0,550183.0,480.0,Late under 30 min,come later,rented again
557681,410151,mobile,ended,122.0,,,Late 120-180 min,come later,Parking
557685,272724,mobile,ended,996.0,,,Late more than 180 min,come later,Parking
557716,249157,mobile,ended,,,,Early,come earlier,Parking
557833,351547,mobile,ended,67.0,,,Late 60-120 min,come later,Parking
557913,351021,mobile,ended,-4.0,,,Early,come earlier,Parking
558047,396746,mobile,ended,-25.0,,,Early,come earlier,Parking
558088,245154,connect,ended,-40.0,566170.0,180.0,Early,come earlier,rented again
558250,375126,connect,ended,-4.0,549813.0,600.0,Early,come earlier,rented again
558342,400165,mobile,canceled,,,,Early,come earlier,Parking
558424,318867,mobile,ended,173.0,,,Late 120-180 min,come later,Parking
558479,405858,mobile,canceled,,,,Early,come earlier,Parking
558525,297962,connect,ended,-256.0,555341.0,30.0,Early,come earlier,rented again
