rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,checkout,late,rented_again
531551,379018,mobile,ended,-31.0,,,Early,come earlier,Parking
531745,294327,connect,ended,6.0,,,Late under 30 min,come later,Parking
531842,348293,connect,ended,-117.0,,,Early,come earlier,Parking
531936,404583,mobile,canceled,,,,Early,come earlier,Parking
532355,359343,mobile,ended,320.0,,,Late more than 180 min,come later,Parking
532664,387939,mobile,ended,-221.0,,,Early,come earlier,Parking
532681,334190,connect,canceled,,,,Early,come earlier,Parking
532816,300724,mobile,ended,-7.0,,,Early,come earlier,Parking
532877,338864,mobile,ended,-56.0,,,Early,come earlier,Parking
533006,314455,mobile,ended,,,,Early,come earlier,Parking
533230,391325,mobile,ended,-47.0,,,Early,come earlier,Parking
533279,307470,mobile,ended,4.0,,,Late under 30 min,come later,Parking
533622,407383,mobile,ended,12.0,,,Late under 30 min,come later,Parking
533626,358723,mobile,ended,42.0,,,Late 30-60 min,come later,Parking
533972,374989,mobile,ended,-25.0,,,Early,come earlier,Parking
534042,334922,mobile,ended,9.0,,,Late under 30 min,come later,Parking
534218,380748,mobile,ended,-13.0,,,Early,come earlier,Parking
534319,325139,mobile,ended,-77.0,,,Early,come earlier,Parking
534393,393148,mobile,ended,25.0,,,Late under 30 min,come later,Parking
534517,393018,mobile,canceled,,,,Early,come earlier,Parking
534537,407875,mobile,ended,-13.0,,,Early,come earlier,Parking
534556,273591,mobile,ended,-49.0,,,Early,come earlier,Parking
534581,352476,mobile,ended,10.0,,,Late under 30 min,come later,Parking
534595,404420,mobile,ended,2.0,,,Late under 30 min,come later,Parking
534656,382083,mobile,ended,,,,Early,come earlier,Parking
534787,365710,mobile,ended,-107.0,,,Early,come earlier,Parking
534802,407614,mobile,ended,96.0,,,Late 60-120 min,come later,Parking
534863,206019,mobile,ended,-85.0,,,Early,come earlier,Parking
534996,406261,mobile,ended,,,,Early,come earlier,Parking
535091,369339,mobile,ended,-50.0,,,Early,come earlier,Parking
535135,319608,mobile,ended,9.0,,,Late under 30 min,come later,Parking
535271,385238,mobile,canceled,,,,Early,come earlier,Parking
535339,298429,connect,ended,87.0,,,Late 60-120 min,come later,Parking
535348,347169,mobile,ended,,,,Early,come earlier,Parking
535478,172429,mobile,ended,-442.0,,,Early,come earlier,Parking
535500,408144,mobile,ended,-290.0,,,Early,come earlier,Parking
535671,402851,mobile,canceled,,,,Early,come earlier,Parking
535752,257398,mobile,ended,,,,Early,come earlier,Parking
535972,393514,mobile,ended,7.0,,,Late under 30 min,come later,Parking
536032,301750,mobile,ended,26.0,,,Late under 30 min,come later,Parking
536259,270022,mobile,ended,-38.0,,,Early,come earlier,Parking
536404,340579,connect,ended,8.0,,,Late under 30 min,come later,Parking
536759,313602,connect,ended,-116.0,,,Early,come earlier,Parking
536764,387431,mobile,ended,58.0,,,Late 30-60 min,come later,Parking
536848,398733,mobile,ended,,,,Early,come earlier,Parking
536969,384479,mobile,ended,-29.0,539733.0,600.0,Early,come earlier,rented again
537032,390898,mobile,ended,104.0,,,Late 60-120 min,come later,Parking
537099,397992,mobile,ended,15.0,,,Late under 30 min,come later,Parking
537215,313048,mobile,ended,-13.0,532312.0,0.0,Early,come earlier,rented again
537259,400158,mobile,ended,208.0,,,Late more than 180 min,come later,Parking
537400,337219,connect,ended,1.0,,,Late under 30 min,come later,Parking
537534,406363,mobile,ended,,,,Early,come earlier,Parking
537657,402528,connect,ended,89.0,,,Late 60-120 min,come later,Parking
537759,400371,mobile,canceled,,,,Early,come earlier,Parking
537837,362802,mobile,ended,-14.0,,,Early,come earlier,Parking
538010,312078,connect,ended,10.0,,,Late under 30 min,come later,Parking
538016,223160,connect,ended,-570.0,,,Early,come earlier,Parking
538022,407318,mobile,ended,-81.0,,,Early,come earlier,Parking
538036,330856,mobile,ended,182.0,,,Late more than 180 min,come later,Parking
538136,175289,connect,ended,6.0,547208.0,570.0,Late under 30 min,come later,rented again
538367,279695,mobile,ended,370.0,,,Late more than 180 min,come later,Parking
538420,402674,mobile,ended,126.0,,,Late 120-180 min,come later,Parking
538482,367632,connect,ended,-114.0,,,Early,come earlier,Parking
519547,363280,mobile,ended,73.0,,,Late 60-120 min,come later,Parking
520260,197523,mobile,ended,8.0,,,Late under 30 min,come later,Parking
520591,396856,mobile,ended,-3030.0,,,Early,come earlier,Parking
520712,382389,mobile,ended,-91.0,,,Early,come earlier,Parking
521176,351030,mobile,ended,44.0,,,Late 30-60 min,come later,Parking
521757,376353,mobile,canceled,,,,Early,come earlier,Parking
521876,374081,connect,canceled,,,,Early,come earlier,Parking
521981,404862,mobile,canceled,,,,Early,come earlier,Parking
523600,350149,mobile,ended,124.0,,,Late 120-180 min,come later,Parking
524354,363546,mobile,ended,,,,Early,come earlier,Parking
524661,375553,mobile,ended,-58.0,,,Early,come earlier,Parking
524948,404688,mobile,ended,8.0,,,Late under 30 min,come later,Parking
525136,374881,mobile,ended,78.0,,,Late 60-120 min,come later,Parking
525150,393908,mobile,ended,49.0,,,Late 30-60 min,come later,Parking
526428,270022,mobile,canceled,,,,Early,come earlier,Parking
526460,388895,mobile,ended,-13.0,,,Early,come earlier,Parking
527226,321582,mobile,ended,97.0,536220.0,270.0,Late 60-120 min,come later,rented again
527560,343400,mobile,ended,2632.0,,,Late more than 180 min,come later,Parking
528088,383110,connect,canceled,,546057.0,150.0,Early,come earlier,rented again
528120,406143,mobile,canceled,,,,Early,come earlier,Parking
528275,241058,mobile,ended,,,,Early,come earlier,Parking
528333,395790,mobile,ended,-1.0,,,Early,come earlier,Parking
528842,399368,mobile,ended,,,,Early,come earlier,Parking
529163,260096,connect,ended,245.0,,,Late more than 180 min,come later,Parking
529301,320824,connect,ended,-308.0,551094.0,540.0,Early,come earlier,rented again
529379,379092,mobile,ended,20.0,,,Late under 30 min,come later,Parking
530025,289681,mobile,ended,76.0,,,Late 60-120 min,come later,Parking
530175,248247,mobile,ended,48.0,,,Late 30-60 min,come later,Parking
530570,407199,mobile,ended,31.0,,,Late 30-60 min,come later,Parking
530899,396046,mobile,ended,62.0,,,Late 60-120 min,come later,Parking
531225,371133,mobile,canceled,,,,Early,come earlier,Parking
531621,189889,mobile,ended,60.0,,,Late 60-120 min,come later,Parking
531695,391174,mobile,ended,203.0,,,Late more than 180 min,come later,Parking
531719,278935,connect,ended,35.0,,,Late 30-60 min,come later,Parking
531735,269922,mobile,ended,-23.0,,,Early,come earlier,Parking
532016,314107,connect,ended,-58.0,,,Early,come earlier,Parking
532031,313432,mobile,ended,62.0,,,Late 60-120 min,come later,Parking
532240,379042,mobile,ended,71084.0,,,Late more than 180 min,come later,Parking
532267,403775,mobile,ended,-201.0,,,Early,come earlier,Parking
532317,404219,mobile,ended,-159.0,,,Early,come earlier,Parking
532361,389451,mobile,ended,4.0,,,Late under 30 min,come later,Parking
532441,300377,mobile,ended,21.0,,,Late under 30 min,come later,Parking
532465,267891,mobile,ended,351.0,,,Late more than 180 min,come later,Parking
532757,317387,mobile,ended,4.0,,,Late under 30 min,come later,Parking
532794,338947,connect,ended,-1.0,,,Early,come earlier,Parking
533719,339015,mobile,ended,322.0,,,Late more than 180 min,come later,Parking
533951,310571,mobile,ended,57.0,,,Late 30-60 min,come later,Parking
533992,373232,mobile,ended,38.0,,,Late 30-60 min,come later,Parking
534056,316449,mobile,ended,1151.0,,,Late more than 180 min,come later,Parking
534064,374993,mobile,canceled,,,,Early,come earlier,Parking
534367,243595,connect,canceled,,,,Early,come earlier,Parking
534650,388559,mobile,ended,38.0,,,Late 30-60 min,come later,Parking
534655,365710,mobile,ended,-11.0,,,Early,come earlier,Parking
534662,359992,mobile,ended,25.0,,,Late under 30 min,come later,Parking
534699,270195,mobile,ended,23126.0,,,Late more than 180 min,come later,Parking
534932,184620,mobile,ended,151.0,,,Late 120-180 min,come later,Parking
535020,351319,mobile,ended,28.0,,,Late under 30 min,come later,Parking
535424,327806,mobile,ended,16.0,,,Late under 30 min,come later,Parking
535450,365575,mobile,ended,29.0,,,Late under 30 min,come later,Parking
535606,381841,mobile,canceled,,,,Early,come earlier,Parking
535618,368132,mobile,ended,-40.0,,,Early,come earlier,Parking
535777,382700,mobile,ended,900.0,,,Late more than 180 min,come later,Parking
535985,361580,mobile,ended,3.0,,,Late under 30 min,come later,Parking
536139,386413,connect,ended,-51.0,,,Early,come earlier,Parking
536166,408957,mobile,ended,-34.0,,,Early,come earlier,Parking
536194,397878,mobile,ended,385.0,,,Late more than 180 min,come later,Parking
536302,270495,mobile,ended,-126.0,,,Early,come earlier,Parking
536359,316317,mobile,canceled,,,,Early,come earlier,Parking
536413,364869,mobile,ended,11.0,,,Late under 30 min,come later,Parking
536729,278499,mobile,ended,-124.0,,,Early,come earlier,Parking
536776,329924,mobile,ended,-889.0,,,Early,come earlier,Parking
536842,213941,mobile,ended,16.0,,,Late under 30 min,come later,Parking
536875,381352,mobile,ended,-84.0,,,Early,come earlier,Parking
536948,397466,mobile,ended,11.0,,,Late under 30 min,come later,Parking
537091,331505,mobile,ended,1505.0,,,Late more than 180 min,come later,Parking
537154,375915,mobile,ended,719.0,,,Late more than 180 min,come later,Parking
537166,297064,mobile,ended,66.0,,,Late 60-120 min,come later,Parking
537245,198687,mobile,ended,-169.0,,,Early,come earlier,Parking
537335,329422,mobile,ended,-47.0,,,Early,come earlier,Parking
537344,367258,mobile,ended,,,,Early,come earlier,Parking
537388,334020,mobile,ended,235.0,,,Late more than 180 min,come later,Parking
537582,402353,mobile,ended,,,,Early,come earlier,Parking
537723,350702,mobile,ended,48.0,,,Late 30-60 min,come later,Parking
537841,265664,connect,ended,186.0,536761.0,240.0,Late more than 180 min,come later,rented again
537861,406995,mobile,ended,38.0,,,Late 30-60 min,come later,Parking
537876,354299,mobile,ended,58.0,,,Late 30-60 min,come later,Parking
538126,409514,mobile,canceled,,,,Early,come earlier,Parking
538151,188698,mobile,ended,41.0,,,Late 30-60 min,come later,Parking
538192,366071,mobile,ended,-64.0,,,Early,come earlier,Parking
538272,372468,mobile,canceled,,,,Early,come earlier,Parking
538304,398045,mobile,ended,-53.0,,,Early,come earlier,Parking
538325,389785,connect,ended,-211.0,,,Early,come earlier,Parking
538561,317118,mobile,ended,28.0,,,Late under 30 min,come later,Parking
538639,383540,mobile,ended,38.0,,,Late 30-60 min,come later,Parking
538673,342719,mobile,ended,,,,Early,come earlier,Parking
538684,392813,mobile,canceled,,,,Early,come earlier,Parking
538740,357530,connect,canceled,,,,Early,come earlier,Parking
538781,409441,mobile,canceled,,,,Early,come earlier,Parking
538858,352393,connect,ended,22.0,,,Late under 30 min,come later,Parking
538987,391882,connect,ended,-40.0,,,Early,come earlier,Parking
539004,385224,mobile,ended,,,,Early,come earlier,Parking
539021,409750,mobile,ended,-100.0,,,Early,come earlier,Parking
539087,332480,mobile,ended,7.0,,,Late under 30 min,come later,Parking
539090,398105,mobile,ended,-24.0,,,Early,come earlier,Parking
539098,395608,mobile,ended,1808.0,,,Late more than 180 min,come later,Parking
539101,169247,mobile,ended,-47.0,,,Early,come earlier,Parking
539190,377926,mobile,canceled,,,,Early,come earlier,Parking
539215,385026,mobile,canceled,,,,Early,come earlier,Parking
539234,364411,mobile,ended,-17.0,,,Early,come earlier,Parking
539256,370312,mobile,ended,88.0,,,Late 60-120 min,come later,Parking
538158,355788,mobile,canceled,,,,Early,come earlier,Parking
538171,408131,mobile,canceled,,,,Early,come earlier,Parking
538218,263232,mobile,ended,273.0,,,Late more than 180 min,come later,Parking
538339,308796,mobile,ended,-17.0,,,Early,come earlier,Parking
538380,368776,mobile,ended,-114.0,,,Early,come earlier,Parking
538485,392718,mobile,ended,,,,Early,come earlier,Parking
538585,337266,connect,ended,54.0,,,Late 30-60 min,come later,Parking
538674,303506,mobile,ended,33.0,,,Late 30-60 min,come later,Parking
538697,323056,mobile,ended,-78.0,,,Early,come earlier,Parking
538708,339215,mobile,ended,-215.0,,,Early,come earlier,Parking
538739,389648,mobile,canceled,,,,Early,come earlier,Parking
538823,381687,connect,ended,485.0,,,Late more than 180 min,come later,Parking
538906,334190,connect,canceled,,556215.0,630.0,Early,come earlier,rented again
538938,389785,connect,ended,454.0,,,Late more than 180 min,come later,Parking
539052,347781,mobile,ended,-6.0,,,Early,come earlier,Parking
539193,386986,mobile,ended,-50.0,,,Early,come earlier,Parking
539293,353535,mobile,ended,8.0,,,Late under 30 min,come later,Parking
539482,371010,mobile,ended,217.0,,,Late more than 180 min,come later,Parking
539496,213557,mobile,ended,67.0,,,Late 60-120 min,come later,Parking
539615,288973,mobile,ended,-6.0,,,Early,come earlier,Parking
539618,297119,mobile,ended,101.0,538807.0,30.0,Late 60-120 min,come later,rented again
539683,190452,mobile,ended,,,,Early,come earlier,Parking
539732,291389,mobile,ended,43.0,,,Late 30-60 min,come later,Parking
539780,316656,mobile,ended,-44.0,,,Early,come earlier,Parking
539819,396575,mobile,ended,128.0,,,Late 120-180 min,come later,Parking
539827,351514,mobile,ended,-125.0,,,Early,come earlier,Parking
539892,344530,mobile,canceled,,,,Early,come earlier,Parking
539950,403313,mobile,ended,,,,Early,come earlier,Parking
540021,349049,mobile,ended,72.0,,,Late 60-120 min,come later,Parking
540081,313432,mobile,ended,108.0,,,Late 60-120 min,come later,Parking
540092,377316,mobile,ended,131.0,,,Late 120-180 min,come later,Parking
540200,290256,mobile,canceled,,,,Early,come earlier,Parking
540222,360474,connect,ended,71.0,539404.0,180.0,Late 60-120 min,come later,rented again
540589,314326,mobile,ended,225.0,,,Late more than 180 min,come later,Parking
540603,358103,mobile,ended,377.0,,,Late more than 180 min,come later,Parking
540617,389785,connect,ended,-884.0,,,Early,come earlier,Parking
540665,398086,mobile,ended,6.0,,,Late under 30 min,come later,Parking
540780,287693,mobile,ended,8.0,,,Late under 30 min,come later,Parking
540924,374809,connect,ended,2.0,547311.0,240.0,Late under 30 min,come later,rented again
540942,325695,mobile,ended,2.0,536685.0,600.0,Late under 30 min,come later,rented again
541065,341037,connect,ended,4.0,,,Late under 30 min,come later,Parking
541132,382236,mobile,ended,-3.0,,,Early,come earlier,Parking
541227,366838,mobile,ended,-33.0,,,Early,come earlier,Parking
541287,406528,mobile,ended,-79.0,,,Early,come earlier,Parking
541340,341105,mobile,ended,-79.0,,,Early,come earlier,Parking
541389,319225,connect,canceled,,,,Early,come earlier,Parking
541486,300505,connect,ended,12.0,,,Late under 30 min,come later,Parking
541501,355533,mobile,ended,51.0,,,Late 30-60 min,come later,Parking
541523,393766,mobile,ended,,,,Early,come earlier,Parking
541535,385642,mobile,ended,-21.0,543878.0,630.0,Early,come earlier,rented again
541562,355787,mobile,canceled,,,,Early,come earlier,Parking
541585,382353,mobile,ended,-20.0,,,Early,come earlier,Parking
541603,301301,connect,canceled,,,,Early,come earlier,Parking
541672,353324,mobile,ended,19.0,,,Late under 30 min,come later,Parking
541839,208090,mobile,canceled,,,,Early,come earlier,Parking
541880,384245,mobile,ended,13.0,,,Late under 30 min,come later,Parking
541978,364913,mobile,canceled,,,,Early,come earlier,Parking
542079,214058,mobile,canceled,,,,Early,come earlier,Parking
542140,257153,mobile,canceled,,,,Early,come earlier,Parking
542152,384193,connect,canceled,,,,Early,come earlier,Parking
542193,370797,mobile,ended,-147.0,,,Early,come earlier,Parking
542284,349528,mobile,ended,41.0,,,Late 30-60 min,come later,Parking
542299,409406,mobile,ended,12.0,,,Late under 30 min,come later,Parking
542320,377924,mobile,canceled,,541053.0,120.0,Early,come earlier,rented again
542326,334511,mobile,ended,240.0,,,Late more than 180 min,come later,Parking
542391,325291,mobile,ended,-54.0,,,Early,come earlier,Parking
542401,410393,mobile,ended,7.0,541971.0,180.0,Late under 30 min,come later,rented again
542519,356106,connect,ended,27.0,545322.0,270.0,Late under 30 min,come later,rented again
542671,338940,mobile,ended,6.0,,,Late under 30 min,come later,Parking
542691,277440,mobile,canceled,,,,Early,come earlier,Parking
542724,362971,mobile,ended,343.0,,,Late more than 180 min,come later,Parking
542767,330318,mobile,ended,-9.0,,,Early,come earlier,Parking
542784,355787,mobile,canceled,,,,Early,come earlier,Parking
542888,351586,mobile,ended,54.0,,,Late 30-60 min,come later,Parking
543011,159250,mobile,ended,8.0,,,Late under 30 min,come later,Parking
543232,286034,mobile,ended,8.0,,,Late under 30 min,come later,Parking
543249,408566,mobile,ended,-79.0,,,Early,come earlier,Parking
543369,351393,connect,ended,69.0,,,Late 60-120 min,come later,Parking
543395,291856,connect,ended,-34.0,,,Early,come earlier,Parking
543420,280406,mobile,ended,-218.0,,,Early,come earlier,Parking
543618,381684,mobile,ended,10.0,,,Late under 30 min,come later,Parking
543625,366071,mobile,ended,2.0,538192.0,720.0,Late under 30 min,come later,rented again
543637,364907,connect,canceled,,,,Early,come earlier,Parking
543740,276758,mobile,ended,446.0,,,Late more than 180 min,come later,Parking
543859,320432,mobile,ended,259.0,,,Late more than 180 min,come later,Parking
543921,409298,mobile,ended,-9.0,,,Early,come earlier,Parking
544050,354015,mobile,ended,-94.0,,,Early,come earlier,Parking
544051,404346,mobile,ended,5.0,,,Late under 30 min,come later,Parking
544139,325329,mobile,ended,3.0,,,Late under 30 min,come later,Parking
544161,398733,mobile,ended,,,,Early,come earlier,Parking
544210,381499,connect,ended,,,,Early,come earlier,Parking
544229,365315,connect,canceled,,,,Early,come earlier,Parking
544249,407419,connect,ended,-788.0,,,Early,come earlier,Parking
544290,404542,mobile,ended,27.0,,,Late under 30 min,come later,Parking
544473,378931,mobile,ended,-4.0,536978.0,60.0,Early,come earlier,rented again
544511,306484,mobile,ended,60.0,,,Late 60-120 min,come later,Parking
544561,311437,mobile,ended,92.0,,,Late 60-120 min,come later,Parking
544634,401077,mobile,ended,124.0,,,Late 120-180 min,come later,Parking
544679,339215,mobile,ended,51.0,,,Late 30-60 min,come later,Parking
544738,290316,mobile,ended,102.0,,,Late 60-120 min,come later,Parking
544747,370190,mobile,ended,16.0,,,Late under 30 min,come later,Parking
544807,195057,mobile,ended,56.0,,,Late 30-60 min,come later,Parking
544893,361467,mobile,ended,28.0,,,Late under 30 min,come later,Parking
544990,309912,mobile,ended,-47.0,,,Early,come earlier,Parking
545016,394346,mobile,ended,,,,Early,come earlier,Parking
545055,387753,connect,ended,11.0,,,Late under 30 min,come later,Parking
545082,352535,mobile,ended,2.0,,,Late under 30 min,come later,Parking
545156,393537,mobile,ended,1397.0,,,Late more than 180 min,come later,Parking
545226,367919,connect,ended,280.0,,,Late more than 180 min,come later,Parking
545231,297275,mobile,ended,,,,Early,come earlier,Parking
538549,266608,mobile,canceled,,,,Early,come earlier,Parking
538552,366981,connect,canceled,,,,Early,come earlier,Parking
538672,388466,mobile,ended,,,,Early,come earlier,Parking
538758,292319,connect,ended,-58.0,,,Early,come earlier,Parking
538800,192463,connect,ended,50.0,,,Late 30-60 min,come later,Parking
538829,302172,mobile,ended,50.0,,,Late 30-60 min,come later,Parking
538888,316667,mobile,ended,14.0,,,Late under 30 min,come later,Parking
539163,365551,mobile,ended,-32.0,,,Early,come earlier,Parking
539179,311265,mobile,ended,41.0,,,Late 30-60 min,come later,Parking
539201,226227,mobile,canceled,,,,Early,come earlier,Parking
539328,333407,mobile,ended,-107.0,540590.0,90.0,Early,come earlier,rented again
539375,198591,mobile,ended,,,,Early,come earlier,Parking
539522,381053,mobile,canceled,,,,Early,come earlier,Parking
539551,384040,connect,ended,-1.0,,,Early,come earlier,Parking
539554,409235,mobile,ended,-56.0,,,Early,come earlier,Parking
539570,409734,mobile,canceled,,,,Early,come earlier,Parking
539624,392479,mobile,ended,,,,Early,come earlier,Parking
539760,216148,connect,ended,194.0,537416.0,0.0,Late more than 180 min,come later,rented again
539772,307768,mobile,ended,1017.0,,,Late more than 180 min,come later,Parking
539785,281341,mobile,ended,-6.0,,,Early,come earlier,Parking
539796,407528,mobile,ended,,,,Early,come earlier,Parking
539802,342564,mobile,ended,-3.0,,,Early,come earlier,Parking
539832,337877,mobile,ended,424.0,,,Late more than 180 min,come later,Parking
540022,320824,connect,ended,106.0,,,Late 60-120 min,come later,Parking
540026,392277,mobile,ended,1219.0,,,Late more than 180 min,come later,Parking
540052,306343,mobile,ended,1.0,,,Late under 30 min,come later,Parking
540108,392813,mobile,ended,840.0,540368.0,120.0,Late more than 180 min,come later,rented again
540179,319579,mobile,ended,99.0,,,Late 60-120 min,come later,Parking
540189,395769,mobile,ended,51.0,,,Late 30-60 min,come later,Parking
540215,194340,connect,canceled,,,,Early,come earlier,Parking
540230,349259,mobile,ended,194.0,,,Late more than 180 min,come later,Parking
540249,368724,mobile,ended,236.0,,,Late more than 180 min,come later,Parking
540252,272724,mobile,canceled,,,,Early,come earlier,Parking
540469,334569,mobile,ended,-4.0,,,Early,come earlier,Parking
540530,404070,mobile,canceled,,,,Early,come earlier,Parking
540653,395955,mobile,ended,6.0,,,Late under 30 min,come later,Parking
540729,223592,mobile,ended,-14.0,,,Early,come earlier,Parking
540748,393845,mobile,ended,130.0,,,Late 120-180 min,come later,Parking
540919,292870,mobile,ended,7.0,,,Late under 30 min,come later,Parking
541271,398676,mobile,ended,55.0,,,Late 30-60 min,come later,Parking
541441,245636,mobile,ended,-24.0,,,Early,come earlier,Parking
541454,351393,connect,ended,254.0,,,Late more than 180 min,come later,Parking
541560,307501,mobile,ended,-6.0,,,Early,come earlier,Parking
541583,304538,mobile,ended,-25.0,,,Early,come earlier,Parking
541648,289893,mobile,ended,-280.0,,,Early,come earlier,Parking
541717,386496,mobile,ended,302.0,,,Late more than 180 min,come later,Parking
541765,404346,mobile,ended,-18.0,,,Early,come earlier,Parking
541777,389671,mobile,canceled,,,,Early,come earlier,Parking
541790,410401,mobile,ended,15.0,,,Late under 30 min,come later,Parking
541791,404129,connect,canceled,,,,Early,come earlier,Parking
541809,318463,mobile,ended,-3.0,,,Early,come earlier,Parking
541847,393710,mobile,ended,,,,Early,come earlier,Parking
541992,391677,mobile,ended,,,,Early,come earlier,Parking
542080,376642,mobile,ended,-90.0,,,Early,come earlier,Parking
542111,357875,mobile,ended,-14.0,,,Early,come earlier,Parking
542133,408680,mobile,ended,-37.0,,,Early,come earlier,Parking
542206,321582,mobile,canceled,,,,Early,come earlier,Parking
542275,393847,mobile,ended,28.0,,,Late under 30 min,come later,Parking
542293,401462,mobile,canceled,,,,Early,come earlier,Parking
542594,352248,mobile,ended,14.0,,,Late under 30 min,come later,Parking
542807,300610,mobile,canceled,,,,Early,come earlier,Parking
542821,336741,mobile,ended,274.0,,,Late more than 180 min,come later,Parking
542864,373024,mobile,ended,7.0,,,Late under 30 min,come later,Parking
542908,402103,mobile,canceled,,,,Early,come earlier,Parking
542976,404743,mobile,ended,-32.0,,,Early,come earlier,Parking
543010,374169,connect,ended,42.0,536789.0,120.0,Late 30-60 min,come later,rented again
543040,397466,mobile,ended,69.0,,,Late 60-120 min,come later,Parking
543056,392088,mobile,ended,116.0,,,Late 60-120 min,come later,Parking
543062,405211,mobile,ended,64.0,,,Late 60-120 min,come later,Parking
543108,376574,mobile,ended,23.0,514474.0,0.0,Late under 30 min,come later,rented again
543147,314564,mobile,canceled,,,,Early,come earlier,Parking
543185,359828,mobile,ended,-26.0,,,Early,come earlier,Parking
543282,408927,mobile,ended,-83.0,,,Early,come earlier,Parking
543334,366010,mobile,ended,102.0,,,Late 60-120 min,come later,Parking
543509,382700,mobile,ended,78.0,,,Late 60-120 min,come later,Parking
543513,404130,connect,ended,-82.0,541766.0,0.0,Early,come earlier,rented again
543527,316678,connect,ended,-324.0,,,Early,come earlier,Parking
543591,220877,connect,ended,6.0,,,Late under 30 min,come later,Parking
543629,385128,mobile,ended,72.0,,,Late 60-120 min,come later,Parking
543651,374785,mobile,ended,12.0,,,Late under 30 min,come later,Parking
543757,385011,connect,ended,49.0,,,Late 30-60 min,come later,Parking
543822,362101,mobile,ended,-7.0,511338.0,30.0,Early,come earlier,rented again
543866,406999,mobile,ended,14.0,541317.0,150.0,Late under 30 min,come later,rented again
543889,403863,mobile,ended,5.0,,,Late under 30 min,come later,Parking
543896,410323,mobile,canceled,,,,Early,come earlier,Parking
543998,392932,mobile,canceled,,,,Early,come earlier,Parking
544010,383949,mobile,ended,103.0,,,Late 60-120 min,come later,Parking
544117,394272,mobile,ended,-104.0,,,Early,come earlier,Parking
544155,393123,mobile,ended,,,,Early,come earlier,Parking
544218,216510,mobile,ended,,,,Early,come earlier,Parking
544238,260794,mobile,canceled,,,,Early,come earlier,Parking
544304,382633,mobile,ended,,,,Early,come earlier,Parking
544318,362255,mobile,ended,-78.0,,,Early,come earlier,Parking
544345,342719,mobile,canceled,,,,Early,come earlier,Parking
544538,251062,mobile,ended,13.0,,,Late under 30 min,come later,Parking
544549,397392,mobile,canceled,,,,Early,come earlier,Parking
544792,214635,connect,ended,40.0,545831.0,90.0,Late 30-60 min,come later,rented again
544983,323762,mobile,canceled,,,,Early,come earlier,Parking
544986,383747,mobile,ended,,,,Early,come earlier,Parking
545001,276502,mobile,ended,29.0,,,Late under 30 min,come later,Parking
545003,407389,mobile,canceled,,,,Early,come earlier,Parking
545110,324940,mobile,ended,-104.0,,,Early,come earlier,Parking
545116,203060,mobile,ended,-7.0,,,Early,come earlier,Parking
545128,224133,mobile,ended,-20.0,,,Early,come earlier,Parking
545166,407779,mobile,ended,,,,Early,come earlier,Parking
545190,382771,mobile,ended,20.0,,,Late under 30 min,come later,Parking
545204,409750,mobile,ended,-50.0,544363.0,660.0,Early,come earlier,rented again
545208,381104,mobile,ended,153.0,,,Late 120-180 min,come later,Parking
539304,258416,mobile,canceled,,,,Early,come earlier,Parking
539321,384000,mobile,ended,-45.0,,,Early,come earlier,Parking
539356,348293,connect,canceled,,,,Early,come earlier,Parking
539377,370997,connect,canceled,,,,Early,come earlier,Parking
539422,356673,mobile,ended,92.0,,,Late 60-120 min,come later,Parking
539479,406143,mobile,canceled,,,,Early,come earlier,Parking
539535,316512,mobile,ended,8.0,,,Late under 30 min,come later,Parking
539614,376901,connect,ended,12.0,,,Late under 30 min,come later,Parking
539714,286034,mobile,ended,-66.0,,,Early,come earlier,Parking
539731,406495,mobile,ended,-45.0,,,Early,come earlier,Parking
539743,335341,mobile,ended,55.0,,,Late 30-60 min,come later,Parking
539836,357612,mobile,ended,-39.0,,,Early,come earlier,Parking
539840,403292,mobile,canceled,,,,Early,come earlier,Parking
539893,376677,connect,canceled,,,,Early,come earlier,Parking
539915,314455,mobile,canceled,,533006.0,180.0,Early,come earlier,rented again
539987,383110,connect,ended,76.0,528385.0,480.0,Late 60-120 min,come later,rented again
540013,295830,mobile,ended,-264.0,,,Early,come earlier,Parking
540068,389447,mobile,ended,-6.0,,,Early,come earlier,Parking
540183,386306,mobile,ended,77.0,,,Late 60-120 min,come later,Parking
540314,372011,mobile,ended,5.0,,,Late under 30 min,come later,Parking
540344,261686,mobile,ended,-136.0,,,Early,come earlier,Parking
540358,330954,mobile,ended,-24.0,,,Early,come earlier,Parking
540428,394875,mobile,ended,6.0,,,Late under 30 min,come later,Parking
540451,279800,mobile,ended,-19.0,,,Early,come earlier,Parking
540472,196909,mobile,ended,23.0,,,Late under 30 min,come later,Parking
540574,408117,mobile,ended,0.0,,,Late under 30 min,come earlier,Parking
540634,395023,mobile,ended,39.0,,,Late 30-60 min,come later,Parking
540651,387499,mobile,canceled,,,,Early,come earlier,Parking
540687,357253,mobile,ended,79.0,,,Late 60-120 min,come later,Parking
540745,378410,mobile,ended,73.0,,,Late 60-120 min,come later,Parking
540747,214635,connect,ended,-972.0,546332.0,60.0,Early,come earlier,rented again
540851,410189,mobile,ended,,,,Early,come earlier,Parking
540855,335276,connect,ended,29.0,,,Late under 30 min,come later,Parking
540885,294883,mobile,ended,18.0,542526.0,0.0,Late under 30 min,come later,rented again
